domain,label
www.rmit.edu.au,1
www.latrobe.edu.au,1
www.cqu.edu.au,1
bond.edu.au,1
www.csu.edu.au,1
research.mater.org.au,1
www.hri.org.au,1
www.epipsi.gr,1
www.riotinto.com,1
www.arup.com,1
www.btplc.com,1
www.mater.org.au,1
www.pilkington.com,1
www.trojantechnologies.com,1
www.alfredhealth.org.au,1
www.teck.com,1
www.hnehealth.nsw.gov.au,1
www.basf.com,1
www.hypres.com,1
www.boystown.org,1
www.olympus.com.au,1
www.ukcoal.com,1
www.pik-potsdam.de,1
www.ite.waw.pl,1
www.ippt.pan.pl,1
embl.org,1
www.psa-peugeot-citroen.com,1
www.lsbu.ac.uk,1
www.rug.nl,1
www.ptspaper.com,1
www.sztaki.hu,1
www.perainternational.com,1
group.renault.com,1
www.robosoft.com,1
www.unwe.bg,1
www.ecofys.com,1
www.uantwerpen.be,1
www.esrf.eu,1
www2.st.com,1
www.iasa.gr,1
www.wisenmunro.org,1
www.uni-mannheim.de,1
www.offis.de,1
www.cpr.it,1
empirica.com,1
www.shu.ac.uk,1
volvogroup.com,1
www.smash.fr,1
www.sncf.com,1
ertico.com,1
www.arttic.eu,1
www.tecnatom.es,1
www.teercoatings.co.uk,1
www.tekniker.es,1
www.multitel.be,1
www.thyssenkrupp.com,1
www.st.com,1
www.fcba.fr,1
www.ttl.fi,1
www.enterprise-ireland.com,1
www.hau.ernet.in,1
www.uam.mx,1
www.asu.edu.eg,1
tutech.net,1
forcetechnology.com,1
www.mtu.de,1
www.eurec.be,1
www.airbus.com,1
www.vki.ac.be,1
www.uniklinik-freiburg.de,1
www.ub.edu.bi,1
cu.edu.eg,1
www.polis-online.org,1
www.ucad.sn,1
www.uem.mz,1
www.ouh.nhs.uk,1
www.ufmg.br,1
www.joanneum.at,1
teknologisk.no,1
www.dappolonia.it,1
www.labor-eu.net,1
www.lshtm.ac.uk,1
inovamais.eu,1
www.ineti.pt,1
www.uni-hildesheim.de,1
www.unicampus.it,1
www.eltech.ru,1
www.hse.gov.uk,1
www.lp.edu.ua,1
www.gabo-mi.com,1
www.umss.edu.bo,1
www.enel.com,1
www.iai.co.il,1
www.unima.mw,1
www.uonbi.ac.ke,1
www.unilever.nl,1
universiteomarbongo.org,1
www.unsa.edu.ar,1
www.upd.edu.ph,1
www.uplb.edu.ph,1
www.bprc.nl,1
www.china-sih.com,1
research.ibm.com,1
www.telethon.it,1
www.najah.edu,1
www.isis-it.com,1
www.uniswa.sz,1
www.ife.no,1
www.sirehna.com,1
www.univ-lome.tg,1
www.isq.pt,1
www.ansaldoenergia.com,1
www.unitru.edu.pe,1
www.hrwallingford.com,1
www.westminster.ac.uk,1
www.mona.uwi.edu,1
www.zew.de,1
www.zsw-bw.de,1
www.hydroquebec.com,1
www.empresariosagrupados.es,1
www.arcelormittalinfrance.com,1
www.gov.uk,1
www.cticm.com,1
www.tecnalia.com,1
www.steel-sci.org,1
www.voestalpine.com,1
www.ssab.fi,1
www.tatasteeleurope.com,1
ceit.es,1
www.julius-kuehn.de,1
www.matimop.org.il,1
global.jnu.ac.kr,1
www.bmt.org,1
www.astu.org,1
www.isra.sn,1
www.silsoeresearch.org.uk,1
www.siemens.com,1
www.astc.org,1
www.inesc-id.pt,1
www.uni-duesseldorf.de,1
www.jic.ac.uk,1
www.ifw-dresden.de,1
www.iua.ie,1
archimedes.ee,1
www.ukb.uni-bonn.de,1
www.profactor.at,1
www.alstom.com,1
spbu.ru,1
www.hus.fi,1
um.edu.ml,1
www.txtgroup.com,1
www.euresearch.ch,1
www.itainnova.es,1
www.deduveinstitute.be,1
www.ciup.fr,1
www.alquds.edu,1
www.esf.org,1
www.inra-transfert.fr,1
www.feem.it,1
www.ieep.eu,1
www.ceam.es,1
www.cas.de,1
www.uk-heri.org,1
www.cira.it,1
www.ineco.com,1
www.doosan.com,1
www.rolls-royce.com,1
www.niab.com,1
www.hadassah-med.com,1
www.cen.eu,1
www.dassault-aviation.com,1
www.iitr.ac.in,1
go.sap.com,1
www.itene.com,1
tfl.gov.uk,1
www.arcfund.net,1
www.popest.ee,1
www.uk-isri.org,1
www.eii.ee,1
www.apre.it,1
www.poloprato.unifi.it,1
www.kcl.fi,1
www.arts.ac.uk,1
www.zsl.org,1
www.rupp.edu.kh,1
www.phi.org,1
www.cerm.unifi.it,1
en.hs-furtwangen.de,1
www.ascamm.com,1
www.bsmu.by,1
ltu.bg,1
new.tu-varna.bg,1
www.cetim.fr,1
www.itep.ru,1
www.applusidiada.com,1
www.uefiscsu.ro,1
www.mbn.it,1
www.nitel.it,1
www.networkrail.co.uk,1
www.ptvgroup.com,1
www.unife.org,1
www.marin.nl,1
www.ceps.eu,1
www.ecologic.eu,1
www.nationalgrid.com,1
www.londonmet.ac.uk,1
www.ford.de,1
www.ifrf.net,1
www.lucideon.com,1
www.aecl.ca,1
www.timescapes.leeds.ac.uk,1
www.fh-kufstein.ac.at,1
research.microsoft.com,1
www.miit.ru,1
www.catie.ac.cr,1
www.universeum.se,1
www.univ-bangui.org,1
www8.hp.com,1
www.cnism.it,1
www.inescop.es,1
www.kubsu.ru,1
www.unlu.edu.ar,1
www.rec.org,1
www.upe.br,1
npua.am,1
www.cesi.it,1
www.bal.eu,1
www.mbb.com,1
www.aaas.org,1
www.numeca.com,1
www.aalborguh.rn.dk,1
www.smitherspira.com,1
www.hsva.de,1
usmf.md,1
uk.nec.com,1
www.irt.de,1
www.eurescom.eu,1
www.telekom.com,1
www.fub.it,1
www.exodussa.gr,1
www.consorzio-cini.it,1
www.sinica.edu.tw,1
www.wisconsin.edu,1
www.britishmuseum.org,1
www.kclj.si,1
www.uic.org,1
www.bre.co.uk,1
www.solinet.com,1
www.ivi.org,1
www.georgofili.it,1
www.inspiralia.com,1
www.ratp.fr,1
www.bfs.de,1
www.icoor.it,1
www.spbstu.ru,1
www.acu.ac.uk,1
www.starlab.es,1
scuegypt.edu.eg,1
www.isunet.edu,1
www.eifer.kit.edu,1
www.bristol.gov.uk,1
www.rand.org,1
spbau.ru,1
www.iunet.info,1
unibl.org,1
www.roehampton.ac.uk,1
www.meduniversity-plovdiv.bg,1
www.ge.com,1
www.sei-international.org,1
www.stemcell.com,1
www.ncu.edu.tw,1
www.slam.nhs.uk,1
nubip.edu.ua,1
www.skb.com,1
bangaloreuniversity.ac.in,1
www.nthu.edu.tw,1
www.global.hokudai.ac.jp,1
www.masseyeandear.org,1
ca.blackberry.com,1
www.cua.edu,1
www.technasium.nl,1
www.mcst.gov.mt,1
www.ulib.sk,1
www.umit.at,1
www.fh-kl.de,1
www.sickkids.ca,1
www2.mrc-lmb.cam.ac.uk,1
bioetika.sam.lt,1
www.fev.com,1
www.senvion.com,1
www.ntust.edu.tw,1
www.ut.ac.ir,1
www.mos.org,1
www.snk.sk,1
www.microsoft.com,1
maichindom.com,1
www.kaunoklinikos.lt,1
www.mrsu.ru,1
ivanovo.ac.ru,1
www.hsu-hh.de,1
www.hanyang.ac.kr,1
www.eurofins.fr,1
iuse.it,1
www.saipem.com,1
www.bracu.ac.bd,1
www.radiolabs.it,1
www.idri.org,1
www.cidresearch.org,1
www.jsps.go.jp,1
www.betatechnology.co.uk,1
www.ncbr.gov.pl,1
www.oslo-universitetssykehus.no,1
www.nri.org,1
www.urban.org,1
www.immunomedics.com,1
www.scbit.org,1
niabizoo.com,1
www.bibra-information.co.uk,1
www.miltenyibiotec.com,1
www.uog.edu.et,1
www.english-heritage.org.uk,1
www.dechema.de,1
www.scimar.co.uk,1
www.bmstu.ru,1
www.thecregroup.com,1
www.pirbright.ac.uk,1
www.systemsbiology.org,1
web.ncku.edu.tw,1
www.profilarbed.com,1
www.adivalor.fr,1
www.tuftsmedicalcenter.org,1
www.harvardpilgrim.org,1
moh.gov.vn,1
www.sierrawireless.com,1
www.nifhi.ru,1
www.ffa.se,1
www.bam.de,1
www.ctif.com,1
www.mri.bund.de,1
www.eatechnology.com,1
www.hef.fr,1
www.consorziocesit.it,1
www.danskemaritime.dk,1
www.fujitsu.com,1
www.italtel.com,1
lnu.edu.ua,1
www.omsu.ru,1
www.uzhnu.edu.ua,1
www.tsu.ru,1
en.psu.ru,1
www.mininuniver.ru,1
ium.mccme.ru,1
www.csu.ru,1
v4.udsu.ru,1
kstu.kstu.ru,1
www.kgmu.kcn.ru,1
www.bsuir.by,1
opu.ua,1
aua.am,1
www.mgsu.ru,1
www.karsu.uz,1
www.sstu.ru,1
eng.mati.ru,1
www.kemsu.ru,1
www.rse-web.it,1
www.ynutcm.edu.cn,1
www.uth.gov.zm,1
spain.arcelormittal.com,1
www.hannahresearch.org.uk,1
internationaldivision.giunti.it,1
www.orange.com,1
english.kookmin.ac.kr,1
www.ids.ac.uk,1
www.consorzioquinn.it,1
www.tecoitaly.com,1
www.umweltbundesamt.at,1
www.bg-group.com,1
chguv.san.gva.es,1
www.isuct.ru,1
alexandrovska.com,1
www.nsoas.gov.cn,1
www.tspu.edu.ru,1
www.en.altstu.ru,1
ubt.edu.al,1
www.cuh.org.uk,1
www.ice.edu.pt,1
www.imst.com,1
www.alazhar.edu.ps,1
www.chu-amiens.fr,1
www.opg.com,1
home.upei.ca,1
www.nies.go.jp,1
www.pouliadis.gr,1
www.hsacco.it,1
www.cgu.edu.tw,1
www.maroussi.gr,1
www.hug-ge.ch,1
www.glencore.com,1
www.fzzg.gov.ba,1
www.tpims.org,1
www.steinbeis.de,1
www.en.auh.dk,1
www.cpp.edu,1
www.ill.eu,1
www.english.ulsu.ru,1
www.sidenor.gr,1
www.ballard.com,1
www.motorola.fr,1
www.shu.ru,1
www.vlsu.ru,1
www.naionrai.ie,1
www.imm.ox.ac.uk,1
www.nara-wu.ac.jp,1
cito.ca,1
www.cas.hse.ru,1
www.talisman-energy.com,1
www.veab.se,1
international.pnzgu.ru,1
dku.kz,1
www.brooklyn.cuny.edu,1
www.uhsystem.edu,1
www.guc.edu.eg,1
www.worcester.ac.uk,1
www.missouribotanicalgarden.org,1
www.ukwir.org,1
www.ffg.at,1
www.hochschule-kempten.de,1
www.hjf.org,1
www.rmrims.org.in,1
oreluniver.ru,1
www.applica.be,1
www.reuna.cl,1
www.aist.go.jp,1
www.mcnc.org,1
www.s-und-n.de,1
havedreams.org,1
www.suncor.com,1
www.nidcd.nih.gov,1
www.jaduniv.edu.in,1
uncw.edu,1
www.artannlabs.com,1
english.kmust.edu.cn,1
www.rff.org,1
www.gla.ac.uk,1
www.uml.edu,1
www.ericsson.com,1
www.atc.gr,1
corporate.vattenfall.com,1
www.geneva.edu,1
www.adph.org,1
www.bphc.org,1
www.asc-csa.gc.ca,1
www.defence.gov.au,1
www.eeri.org,1
www.gsi.gov.in,1
www.state.nj.us,1
nmhealth.org,1
www.nyc.gov,1
ok.gov,1
www.oregon.gov,1
www.dhs.state.pa.us,1
www.kingcounty.gov,1
www.opm.gov,1
www.va.gov,1
www.einstein.edu,1
www.nemours.org,1
www.archildrens.org,1
www.bidmc.org,1
www.challiance.org,1
www.carolinashealthcare.org,1
www.chp.edu,1
www.childrensmercy.org,1
www.cincinnatichildrens.org,1
my.clevelandclinic.org,1
www.denverhealth.org,1
www.guysandstthomas.nhs.uk,1
www.hackensackumc.org,1
www.hahnemannhospital.com,1
harbor-ucla.org,1
www.kennedykrieger.org,1
www.legacyhealth.org,1
www.mmc.org,1
www.mcleanhospital.org,1
www.mhri.org,1
www.miriamhospital.org,1
nsuh.northwell.edu,1
www.pennstatehershey.org,1
oregon.providence.org,1
www.rwmc.org,1
nt.gov.au,1
www.sanfordhealth.org,1
www.sw.org,1
www.semc.org,1
www.dignityhealth.org,1
www.stlukeshospitalnyc.org,1
www.ttsh.com.sg,1
www.albertahealthservices.ca,1
www.utmedicalcenter.org,1
www.womenandinfants.org,1
www.loc.gov,1
www.bmnh.org.cn,1
www.exploratorium.edu,1
www.fi.edu,1
www.museum.state.il.us,1
www.priweb.org,1
www.nhm.org,1
nysci.org,1
www.omsi.edu,1
www.smm.org,1
www.ascb.org,1
fenwayhealth.org,1
www.pointblue.org,1
www.rockefellerfoundation.org,1
www.ccsu.edu,1
lowell.edu,1
www.cfa.harvard.edu,1
www.sternwarte.de,1
www.archbold-station.org,1
www.eastwestcenter.org,1
www.fields.utoronto.ca,1
www.haskins.yale.edu,1
www.hwi.buffalo.edu,1
gladstone.org,1
www.mriglobal.org,1
www.msri.org,1
mdibl.org,1
www.rfmh.org,1
www.nbrc.ac.in,1
nybloodcenter.org,1
www.pbrc.edu,1
www.pup.edu.ph,1
www.popcouncil.org,1
www.cat.ernet.in,1
www.lunenfeld.ca,1
www.ski.org,1
www.ssrc.org,1
www.stowers.org,1
www.vai.org,1
www.acu.edu,1
www.adelphi.edu,1
www.alasu.edu,1
www.alcorn.edu,1
www.allenuniversity.edu,1
www.alliant.edu,1
www.andrews.edu,1
www.antioch.edu,1
www.antiochne.edu,1
www.aoyama.ac.jp,1
www.arcadia.edu,1
www.atu.edu,1
www.armstrong.edu,1
www.ashland.edu,1
www.ashworthcollege.edu,1
www.athens.edu,1
www.aucconsortium.org,1
www.aut.ac.nz,1
www.augie.edu,1
www.aurora.edu,1
www.avila.edu,1
www.bakeru.edu,1
www.bastyr.edu,1
www.belmont.edu,1
www.bemidjistate.edu,1
www.ben.edu,1
www.bentley.edu,1
www.cookman.edu,1
www.bsc.edu,1
www.bhsu.edu,1
blackburn.edu,1
www.bloomu.edu,1
www.bmcc.cuny.edu,1
bowiestate.edu,1
www.brenau.edu,1
www.bridgew.edu,1
www.bvu.edu,1
www.gc.cuny.edu,1
calicutmedicalcollege.ac.in,1
www.cpu.edu,1
www.fresnostate.edu,1
www.cameron.edu,1
www.canisius.edu,1
www.capital.edu,1
www.stritch.edu,1
www.carroll.edu,1
www.carrollu.edu,1
www.central.edu,1
www.centralstate.edu,1
www.czmc.com,1
www.cdrewu.edu,1
www.csuniv.edu,1
www.cheyney.edu,1
www.it-chiba.ac.jp,1
www.csu.edu,1
www.ctgu.edu.cn,1
www.chowan.edu,1
www.cbu.edu,1
cnu.edu,1
www.cbnu.ac.kr,1
www.ccsf.edu,1
www.cau.edu,1
www.clarke.edu,1
www.clayton.edu,1
www.coe.edu,1
www.colby.edu,1
www.collegeofidaho.edu,1
www.csbsju.edu,1
www.pacific.edu,1
www.coppin.edu,1
dsu.edu,1
www.dwu.edu,1
www.desu.edu,1
www.dmu.edu,1
www.dickinsonstate.edu,1
www.dillard.edu,1
dsum.edu.ua,1
www.donga.ac.kr,1
www.doshisha.ac.jp,1
www.dowling.edu,1
www.ecok.edu,1
www.ega.edu,1
www.esu.edu,1
www.eiu.edu,1
www.emu.edu,1
www.enc.edu,1
www.enmu.edu,1
www.eou.edu,1
www.ehime-u.ac.jp,1
www.ecsu.edu,1
www.erau.edu,1
www.evangel.edu,1
www.ewha.ac.kr,1
www.fisk.edu,1
www.fivebranches.edu,1
www.fmuniv.edu,1
www.fmarion.edu,1
www.olin.edu,1
www.friends.edu,1
www.frostburg.edu,1
www.gannon.edu,1
gendejesus.edu.ph,1
gsw.edu,1
www.georgian.edu,1
www.govst.edu,1
www.gram.edu,1
www.gunma-u.ac.jp,1
www.hsc.edu,1
www.hamptonu.edu,1
www.hsutx.edu,1
www.haskell.edu,1
www.hsu.edu,1
hendrix.edu,1
www.heritage.edu,1
www.hiram.edu,1
www.hirosaki-u.ac.jp,1
www.hollins.edu,1
www.hope.edu,1
www.hosei.ac.jp,1
www.hputx.edu,1
www.hbtcm.edu.cn,1
htu.edu,1
www.immaculata.edu,1
www.iusb.edu,1
www.ipa.univ.pt,1
www.jsums.edu,1
www.jsu.edu,1
www.ju.edu,1
www.jbu.edu,1
www.juniata.edu,1
www.juntendo.ac.jp,1
www.kwu.edu,1
www.kent.edu,1
www.kctcs.edu,1
www.king.edu,1
www.knoxvillecollege.edu,1
english.kmou.ac.kr,1
www.kpu.ac.jp,1
www.kyoto-su.ac.jp,1
www.lasalle.edu,1
www.lssu.edu,1
www.lamar.edu,1
www.lander.edu,1
www.ltu.edu,1
www.lawrence.edu,1
www.loc.edu,1
www.letu.edu,1
www.lvc.edu,1
www.leeuniversity.edu,1
www.lehman.edu,1
www.lesley.edu,1
www.lclark.edu,1
www.lewisu.edu,1
www.lhup.edu,1
www.lbcc.edu,1
